time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-01-02,60.66604208946228,398.7262484232585,19.869585927327496,89.78700033445524,6.027859867878181,0.016949599973857404,0
1979-01-03,172.85470803578696,253.74083455403647,5.477918243408226,63.36599008970435,6.948732004228374,1.1060000199358911e-4,0
1979-01-04,148.41274865468344,270.3279164632161,6.483332570393903,76.83177156998117,5.628105480952409,0,0
1979-01-05,89.69725020726521,362.0245844523112,15.963750457763695,86.17492048897348,4.491031811999137,0,0
1979-01-06,168.38945897420248,335.8737513224284,17.513332621256534,79.03526172253403,3.980996211938223,0,0
1979-01-07,128.4832493464152,361.7337481180827,19.98499959309898,80.13347325581283,5.032101199438945,0.0012242999970912933,0
1979-01-08,110.03379122416179,378.0491650899251,19.940414683024112,82.47866692754981,4.287156515358212,0.005938599984161556,0
1979-01-09,166.49008433024088,307.58124987284344,11.748749033610048,70.87054349879607,5.587707116934469,0,0
1979-01-10,123.21874872843425,325.1791623433431,11.416246032714866,80.49502419702692,5.016595122139355,0,0
1979-01-11,119.38366635640462,371.0287501017253,18.061251576741558,77.89775093995323,3.877978734216985,1.772000044584274e-4,0
1979-01-12,92.25041770935059,399.49457422892254,20.84583180745445,83.3944279825444,5.14579983284772,0.06997410015761853,0
1979-01-13,130.82524998982748,383.1354166666667,20.78041865030927,82.36798492169407,4.713015288419142,0.012402900178683922,0
1979-01-14,125.61879348754883,348.61791865030926,18.97499872843427,86.10520957766175,6.140234039124272,0,0
1979-01-15,183.3495807647705,268.99249839782715,10.094167327880882,75.27515037889789,5.843437601378172,0,0
1979-01-16,167.99329153696695,343.2112528483073,16.134582773844425,81.22705113279105,3.2161238541282717,0,0
1979-01-17,171.50541559855142,353.89749908447266,19.531250254313175,77.72309397021307,2.38005060878423,0,0
1979-01-18,180.95724868774414,336.81875228881836,19.14208501180015,71.38837889439505,2.2521231610676162,0,0
1979-01-19,160.90512561798096,345.35500208536786,18.647498067220074,76.01409396461155,2.6510150072009138,0,0
1979-01-20,142.80208206176758,370.48916753133136,20.64375203450523,79.64310059954728,6.787049302953143,0.0014779999766033143,0
1979-01-21,82.86162360509236,386.38500213623047,18.666665649414085,80.49709508614329,9.662387178351072,0.01538339992150577,0
1979-01-22,167.281374613444,327.28041966756183,12.450833892822288,70.2870266495106,5.481309008752677,0,0
1979-01-23,132.76504198710123,307.0795783996582,12.60291697184247,72.51022140161257,2.946735963501799,4.255999922752381e-4,0
1979-01-24,159.0698741277059,365.45500055948895,16.42874933878583,79.9911699053219,7.495294423277598,0.027064800234744325,0
1979-01-25,175.32016881306967,270.4720821380615,8.874166107177757,70.10397311287345,5.1822365181015515,0,0
1979-01-26,156.37850284576416,329.34000396728516,11.936666107177757,63.64193716233489,2.8081400583866842,7.200000062584877e-5,0
1979-01-27,69.33808310826619,380.4508361816406,15.983748372395857,75.82284794518142,3.7585949567805166,6.286000057007186e-4,0
1979-01-28,198.49645932515463,315.7266680399577,16.004582977294945,79.18021231764394,6.3074721204939665,5.1100000040605664e-5,0
1979-01-29,186.72491455078125,267.07291475931805,8.007499949137392,73.14326415347433,4.53735033786965,0,0
1979-01-30,144.9005832672119,341.63791783650714,12.447084045410179,60.42157100861496,2.316302546668624,0,0
1979-01-31,163.31545676787695,349.805414835612,14.437919871012392,71.40742906341416,6.555896740400502,0.0029298000037670134,0
